,face,gender,handcode_gender,paths
409,"tensor([[[114,  19,  30],
         [112,  20,  26],
         [114,  21,  27],
         ...,
         [190, 186, 175],
         [186, 184, 172],
         [186, 184, 172]],

        [[111,  19,  30],
         [111,  22,  27],
         [113,  23,  28],
         ...,
         [190, 185, 175],
         [186, 182, 171],
         [184, 181, 170]],

        [[111,  23,  33],
         [110,  25,  30],
         [111,  25,  30],
         ...,
         [191, 184, 174],
         [186, 182, 171],
         [184, 180, 168]],

        ...,

        [[ 65,  58,  48],
         [ 78,  72,  63],
         [ 88,  84,  75],
         ...,
         [166, 154, 142],
         [157, 146, 136],
         [152, 143, 132]],

        [[ 82,  75,  66],
         [ 84,  79,  70],
         [ 86,  82,  74],
         ...,
         [166, 155, 143],
         [153, 143, 132],
         [148, 138, 128]],

        [[103,  97,  89],
         [ 89,  84,  77],
         [ 77,  73,  67],
         ...,
         [164, 154, 143],
         [153, 143, 133],
         [148, 139, 129]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lorentzenkristian\pic_117.jpeg
410,"tensor([[[ 42,  56,   4],
         [ 55,  72,  11],
         [ 78,  97,  26],
         ...,
         [243, 252, 254],
         [211, 220, 222],
         [185, 194, 195]],

        [[ 21,  37,   0],
         [ 44,  62,   8],
         [ 67,  88,  22],
         ...,
         [219, 228, 231],
         [189, 198, 201],
         [209, 218, 219]],

        [[ 47,  64,  28],
         [ 58,  77,  29],
         [120, 144,  83],
         ...,
         [189, 200, 203],
         [197, 206, 209],
         [238, 247, 247]],

        ...,

        [[221, 178, 140],
         [212, 172, 141],
         [216, 183, 156],
         ...,
         [170, 171, 189],
         [127, 121, 143],
         [ 78,  70,  90]],

        [[224, 181, 145],
         [199, 159, 129],
         [205, 172, 146],
         ...,
         [187, 188, 206],
         [162, 159, 182],
         [112, 107, 130]],

        [[221, 176, 143],
         [221, 178, 150],
         [210, 174, 149],
         ...,
         [176, 177, 195],
         [179, 177, 203],
         [128, 126, 151]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mortenoestergaard\pic_13.jpeg
411,"tensor([[[ 86,  70,  36],
         [ 84,  70,  35],
         [ 83,  68,  35],
         ...,
         [132,  95,  50],
         [129,  91,  49],
         [128,  89,  46]],

        [[ 85,  70,  37],
         [ 85,  70,  37],
         [ 85,  70,  39],
         ...,
         [142, 105,  61],
         [124,  87,  45],
         [120,  83,  41]],

        [[ 81,  66,  38],
         [ 82,  66,  38],
         [ 84,  67,  39],
         ...,
         [148, 114,  69],
         [118,  83,  41],
         [106,  71,  29]],

        ...,

        [[ 40,  27,   8],
         [ 41,  28,   9],
         [ 41,  28,   9],
         ...,
         [ 26,  19,   1],
         [ 28,  21,   3],
         [ 32,  25,   9]],

        [[ 40,  29,   9],
         [ 40,  29,   9],
         [ 40,  29,   9],
         ...,
         [ 29,  23,   7],
         [ 29,  25,  14],
         [ 34,  25,   8]],

        [[ 41,  28,   9],
         [ 41,  28,   9],
         [ 42,  29,  10],
         ...,
         [ 28,  22,   7],
         [ 30,  26,  14],
         [ 38,  29,  12]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\sikandarsiddique_\pic_11.jpeg
412,"tensor([[[ 81,  56,  36],
         [ 79,  54,  33],
         [132, 108,  83],
         ...,
         [ 23,  55,  59],
         [ 27,  51,  64],
         [ 28,  45,  63]],

        [[ 68,  43,  23],
         [118,  94,  71],
         [164, 141, 112],
         ...,
         [ 20,  47,  63],
         [ 25,  47,  58],
         [ 30,  45,  48]],

        [[ 83,  55,  32],
         [138, 108,  84],
         [148, 116,  93],
         ...,
         [ 24,  52,  65],
         [ 24,  46,  56],
         [ 35,  51,  52]],

        ...,

        [[143, 109,  81],
         [ 93,  59,  33],
         [ 54,  25,   3],
         ...,
         [ 93,  79,  69],
         [ 91,  81,  72],
         [ 87,  80,  71]],

        [[133,  99,  71],
         [ 82,  49,  22],
         [ 67,  37,  13],
         ...,
         [ 99,  83,  70],
         [ 94,  83,  73],
         [ 89,  80,  70]],

        [[122,  88,  60],
         [ 83,  50,  23],
         [ 76,  46,  21],
         ...,
         [ 95,  78,  66],
         [ 93,  80,  70],
         [ 89,  80,  69]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\pernille_skipper\pic_53.jpeg
413,"tensor([[[100,  81,  66],
         [ 84,  66,  55],
         [ 69,  53,  46],
         ...,
         [227, 209, 180],
         [226, 208, 180],
         [226, 208, 180]],

        [[ 99,  80,  66],
         [ 87,  70,  59],
         [ 74,  58,  51],
         ...,
         [228, 209, 179],
         [228, 209, 179],
         [228, 209, 179]],

        [[ 85,  67,  52],
         [ 76,  58,  47],
         [ 64,  48,  41],
         ...,
         [229, 210, 180],
         [229, 210, 180],
         [229, 210, 180]],

        ...,

        [[ 93,  85,  83],
         [ 83,  75,  76],
         [ 79,  70,  73],
         ...,
         [ 74,  69,  65],
         [ 77,  72,  68],
         [ 74,  69,  65]],

        [[ 80,  72,  71],
         [ 64,  58,  60],
         [ 65,  59,  62],
         ...,
         [ 73,  68,  64],
         [ 78,  73,  69],
         [ 75,  70,  66]],

        [[ 60,  55,  55],
         [ 51,  45,  48],
         [ 55,  49,  54],
         ...,
         [ 74,  69,  65],
         [ 80,  75,  71],
         [ 77,  72,  68]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bennyengelbrecht\pic_61.jpeg
414,"tensor([[[ 19,  21,  18],
         [ 25,  27,  24],
         [ 38,  40,  38],
         ...,
         [ 68,  61,  57],
         [ 81,  74,  69],
         [ 96,  89,  83]],

        [[ 13,  15,  12],
         [ 23,  25,  22],
         [ 49,  51,  50],
         ...,
         [ 72,  64,  61],
         [ 77,  70,  66],
         [ 79,  72,  66]],

        [[ 14,  17,  13],
         [ 17,  20,  17],
         [ 35,  38,  36],
         ...,
         [104,  96,  93],
         [ 92,  83,  80],
         [ 70,  62,  57]],

        ...,

        [[  9,   1,  24],
         [  2,   1,  21],
         [  7,  13,  33],
         ...,
         [ 12, 103, 144],
         [ 25, 117, 158],
         [ 42, 134, 175]],

        [[  7,   2,  23],
         [  4,   6,  25],
         [ 13,  22,  42],
         ...,
         [ 15, 104, 144],
         [ 20, 108, 150],
         [ 25, 115, 156]],

        [[  7,   5,  24],
         [  9,  12,  32],
         [ 19,  30,  50],
         ...,
         [ 20, 105, 145],
         [ 17, 102, 144],
         [ 14,  99, 141]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\susannezimmerfriegronne\pic_5.jpeg
415,"tensor([[[169, 204, 210],
         [169, 203, 208],
         [169, 200, 204],
         ...,
         [199, 183, 157],
         [199, 183, 157],
         [198, 182, 156]],

        [[173, 206, 211],
         [169, 200, 203],
         [167, 197, 199],
         ...,
         [200, 184, 158],
         [201, 185, 159],
         [199, 183, 157]],

        [[166, 197, 200],
         [159, 189, 191],
         [165, 193, 194],
         ...,
         [197, 181, 155],
         [199, 183, 157],
         [198, 182, 156]],

        ...,

        [[165, 148, 127],
         [178, 163, 144],
         [ 99,  92,  87],
         ...,
         [217, 220, 213],
         [216, 219, 212],
         [216, 219, 212]],

        [[169, 154, 133],
         [168, 155, 136],
         [106,  99,  96],
         ...,
         [217, 220, 213],
         [217, 220, 213],
         [216, 219, 212]],

        [[168, 153, 131],
         [157, 147, 129],
         [105, 104, 102],
         ...,
         [219, 222, 215],
         [216, 219, 212],
         [217, 220, 213]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\kathrineolldag\pic_62.jpeg
416,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 81,  83,  86],
         [ 91,  92,  96],
         [ 98, 100, 104]],

        [[241, 248, 255],
         [241, 248, 255],
         [241, 248, 255],
         ...,
         [241, 246, 253],
         [243, 247, 255],
         [242, 246, 255]],

        [[241, 248, 255],
         [241, 248, 255],
         [241, 248, 255],
         ...,
         [239, 244, 252],
         [242, 246, 255],
         [241, 245, 254]],

        ...,

        [[238, 228, 225],
         [225, 210, 202],
         [225, 206, 195],
         ...,
         [188, 190, 148],
         [206, 220, 163],
         [177, 183, 138]],

        [[217, 190, 173],
         [199, 166, 145],
         [212, 173, 150],
         ...,
         [130, 138,  98],
         [146, 161, 118],
         [161, 163, 121]],

        [[191, 144, 129],
         [177, 132, 111],
         [172, 131, 103],
         ...,
         [165, 185, 133],
         [155, 178, 134],
         [182, 186, 151]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\sossepernille\pic_23.jpeg
417,"tensor([[[ 27,  30,  63],
         [ 27,  30,  63],
         [ 26,  29,  62],
         ...,
         [110,  99,  96],
         [ 62,  53,  56],
         [ 49,  44,  50]],

        [[ 31,  31,  65],
         [ 31,  31,  65],
         [ 30,  31,  64],
         ...,
         [131, 115, 105],
         [ 95,  83,  80],
         [ 66,  57,  57]],

        [[ 32,  32,  66],
         [ 32,  32,  66],
         [ 32,  32,  66],
         ...,
         [159, 137, 121],
         [133, 114, 103],
         [101,  85,  78]],

        ...,

        [[ 57,  54,  61],
         [ 61,  59,  64],
         [ 52,  47,  53],
         ...,
         [ 70,  66,  74],
         [ 25,  22,  32],
         [ 24,  21,  34]],

        [[ 61,  49,  61],
         [ 62,  49,  59],
         [ 69,  56,  65],
         ...,
         [ 55,  50,  58],
         [ 29,  24,  35],
         [ 32,  28,  41]],

        [[ 59,  46,  58],
         [ 63,  50,  59],
         [ 77,  64,  73],
         ...,
         [ 34,  29,  38],
         [ 27,  21,  33],
         [ 34,  30,  42]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\misshalimeoguz\pic_26.jpeg
418,"tensor([[[255, 255, 255],
         [255, 255, 255],
         [254, 254, 254],
         ...,
         [249, 251, 250],
         [252, 254, 253],
         [254, 255, 255]],

        [[255, 255, 255],
         [255, 255, 255],
         [254, 254, 254],
         ...,
         [247, 249, 248],
         [251, 252, 252],
         [254, 255, 255]],

        [[255, 255, 255],
         [255, 255, 255],
         [254, 254, 254],
         ...,
         [250, 251, 251],
         [250, 252, 251],
         [252, 253, 252]],

        ...,

        [[250, 249, 248],
         [251, 250, 247],
         [254, 253, 249],
         ...,
         [255, 255, 255],
         [255, 255, 255],
         [255, 255, 255]],

        [[251, 251, 249],
         [251, 252, 249],
         [253, 254, 250],
         ...,
         [255, 255, 255],
         [255, 255, 255],
         [255, 255, 255]],

        [[251, 253, 250],
         [251, 254, 250],
         [251, 255, 251],
         ...,
         [255, 255, 255],
         [255, 255, 255],
         [255, 255, 255]]], dtype=torch.uint8)",Female,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\lise_bech\pic_3.jpeg
419,"tensor([[[230, 220, 193],
         [236, 230, 202],
         [220, 211, 187],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[164, 155, 127],
         [234, 223, 194],
         [235, 221, 199],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[225, 217, 188],
         [172, 160, 128],
         [214, 201, 182],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[ 30,   4,   1],
         [ 34,   6,   3],
         [ 34,   6,   4],
         ...,
         [233, 187, 151],
         [233, 187, 151],
         [233, 187, 151]],

        [[ 32,   4,   0],
         [ 47,  19,  15],
         [ 38,  10,   8],
         ...,
         [235, 191, 156],
         [232, 188, 153],
         [235, 191, 156]],

        [[ 49,  21,  17],
         [ 36,   8,   4],
         [ 34,   6,   2],
         ...,
         [230, 187, 153],
         [230, 186, 151],
         [234, 190, 155]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\katrinerobsoe\pic_57.jpeg
420,"tensor([[[151, 103,  73],
         [145,  98,  66],
         [153, 107,  74],
         ...,
         [230, 175, 120],
         [238, 182, 126],
         [213, 158, 100]],

        [[131,  87,  56],
         [124,  80,  47],
         [148, 104,  71],
         ...,
         [249, 191, 131],
         [252, 201, 141],
         [251, 211, 150]],

        [[ 91,  54,  31],
         [ 85,  48,  28],
         [112,  76,  59],
         ...,
         [209, 149,  87],
         [202, 143,  80],
         [210, 151,  91]],

        ...,

        [[155, 151, 132],
         [172, 159, 137],
         [130, 116,  94],
         ...,
         [ 26,  46,  70],
         [ 21,  41,  65],
         [ 25,  45,  69]],

        [[108, 106,  96],
         [ 99,  89,  79],
         [122, 110,  98],
         ...,
         [ 28,  48,  72],
         [ 24,  44,  68],
         [ 26,  46,  70]],

        [[101,  99,  99],
         [ 97,  91,  91],
         [ 95,  88,  86],
         ...,
         [ 30,  50,  74],
         [ 25,  45,  69],
         [ 26,  46,  70]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\kaspersandkjaer\pic_60.jpeg
421,"tensor([[[ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0],
         ...,
         [ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0]],

        [[ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0],
         ...,
         [ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0]],

        [[ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0],
         ...,
         [ 0,  0,  0],
         [ 0,  0,  0],
         [ 0,  0,  0]],

        ...,

        [[51, 61, 52],
         [52, 62, 51],
         [53, 64, 50],
         ...,
         [27, 43, 32],
         [22, 42, 30],
         [23, 43, 31]],

        [[54, 64, 53],
         [52, 63, 49],
         [52, 63, 47],
         ...,
         [25, 43, 29],
         [26, 44, 32],
         [25, 43, 31]],

        [[53, 64, 52],
         [53, 64, 50],
         [52, 63, 47],
         ...,
         [25, 46, 31],
         [30, 46, 35],
         [29, 45, 34]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\jakobellemann\pic_16.jpeg
422,"tensor([[[244, 254, 255],
         [243, 253, 254],
         [224, 234, 234],
         ...,
         [219, 208, 188],
         [217, 204, 186],
         [210, 197, 180]],

        [[240, 255, 255],
         [238, 253, 255],
         [228, 241, 246],
         ...,
         [208, 197, 175],
         [212, 199, 180],
         [218, 205, 186]],

        [[199, 218, 225],
         [190, 208, 219],
         [198, 215, 230],
         ...,
         [213, 202, 182],
         [212, 199, 180],
         [198, 185, 166]],

        ...,

        [[107,  96, 104],
         [102,  92, 100],
         [102,  95, 106],
         ...,
         [ 47,  42,  49],
         [ 57,  52,  59],
         [ 47,  42,  49]],

        [[105,  93, 100],
         [100,  89,  97],
         [100,  93, 105],
         ...,
         [ 54,  49,  56],
         [ 57,  52,  59],
         [ 47,  42,  49]],

        [[103,  88,  93],
         [104,  88,  91],
         [102,  97, 102],
         ...,
         [ 51,  46,  53],
         [ 51,  46,  53],
         [ 48,  43,  50]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mette.thiesen\pic_209.jpeg
